season,seasonType,week,startTime,awayTeam,homeTeam,status,venueName,venueCity,broadcastNetwork,isNeutralSite,sourceName,sourceType,sourceUrl,externalReference,notes
2026,REG,2,2026-09-20T20:25:00Z,SEA,ARI,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-2,nfl-2026-reg-w02-sea-ari,
2026,REG,2,2026-09-20T20:25:00Z,WAS,DAL,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-2,nfl-2026-reg-w02-was-dal,
2026,REG,2,2026-09-20T20:25:00Z,MIA,SF,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-2,nfl-2026-reg-w02-mia-sf,
2026,REG,2,2026-09-21T00:20:00Z,IND,KC,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-2,nfl-2026-reg-w02-ind-kc,
2026,REG,2,2026-09-22T00:15:00Z,NYG,LAR,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-2,nfl-2026-reg-w02-nyg-lar,
2026,REG,3,2026-09-25T00:15:00Z,ATL,GB,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-atl-gb,
2026,REG,3,2026-09-27T17:00:00Z,LAC,BUF,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-lac-buf,
2026,REG,3,2026-09-27T17:00:00Z,CAR,CLE,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-car-cle,
2026,REG,3,2026-09-27T17:00:00Z,NYJ,DET,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-nyj-det,
2026,REG,3,2026-09-27T17:00:00Z,HOU,IND,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-hou-ind,
2026,REG,3,2026-09-27T17:00:00Z,NE,JAX,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-ne-jax,
2026,REG,3,2026-09-27T17:00:00Z,KC,MIA,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-kc-mia,
2026,REG,3,2026-09-27T17:00:00Z,TEN,NYG,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-ten-nyg,
2026,REG,3,2026-09-27T17:00:00Z,CIN,PIT,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-cin-pit,
2026,REG,3,2026-09-27T17:00:00Z,SEA,WAS,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-sea-was,
2026,REG,3,2026-09-27T20:05:00Z,ARI,SF,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-ari-sf,
2026,REG,3,2026-09-27T20:05:00Z,MIN,TB,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-min-tb,
2026,REG,3,2026-09-27T20:25:00Z,LV,NO,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-lv-no,
2026,REG,3,2026-09-27T20:25:00Z,BAL,DAL,SCHEDULED,Maracana Stadium,"Rio de Janeiro, Brazil",CBS,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-bal-dal,International game; venue verified against the official NFL international-games release.
2026,REG,3,2026-09-28T00:20:00Z,LAR,DEN,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-lar-den,
2026,REG,3,2026-09-29T00:15:00Z,PHI,CHI,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-3,nfl-2026-reg-w03-phi-chi,
2026,REG,4,2026-10-02T00:15:00Z,PIT,CLE,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-pit-cle,
2026,REG,4,2026-10-04T13:30:00Z,IND,WAS,SCHEDULED,Tottenham Hotspur Stadium,"London, England",NFL Network,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-ind-was,International game; venue verified against the official NFL international-games release.
2026,REG,4,2026-10-04T17:00:00Z,TEN,BAL,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-ten-bal,
2026,REG,4,2026-10-04T17:00:00Z,NE,BUF,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-ne-buf,
2026,REG,4,2026-10-04T17:00:00Z,NYJ,CHI,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-nyj-chi,
2026,REG,4,2026-10-04T17:00:00Z,JAX,CIN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-jax-cin,
2026,REG,4,2026-10-04T17:00:00Z,DAL,HOU,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-dal-hou,
2026,REG,4,2026-10-04T17:00:00Z,ARI,NYG,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-ari-nyg,
2026,REG,4,2026-10-04T17:00:00Z,LAR,PHI,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-lar-phi,
2026,REG,4,2026-10-04T17:00:00Z,GB,TB,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-gb-tb,
2026,REG,4,2026-10-04T20:05:00Z,MIA,MIN,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-mia-min,
2026,REG,4,2026-10-04T20:25:00Z,KC,LV,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-kc-lv,
2026,REG,4,2026-10-04T20:25:00Z,LAC,SEA,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-lac-sea,
2026,REG,4,2026-10-04T20:25:00Z,DEN,SF,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-den-sf,
2026,REG,4,2026-10-05T00:20:00Z,DET,CAR,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-det-car,
2026,REG,4,2026-10-06T00:15:00Z,ATL,NO,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-4,nfl-2026-reg-w04-atl-no,
2026,REG,5,2026-10-09T00:15:00Z,TB,DAL,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-tb-dal,
2026,REG,5,2026-10-11T13:30:00Z,PHI,JAX,SCHEDULED,Tottenham Hotspur Stadium,"London, England",NFL Network,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-phi-jax,International game; venue verified against the official NFL international-games release.
2026,REG,5,2026-10-11T17:00:00Z,CIN,MIA,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-cin-mia,
2026,REG,5,2026-10-11T17:00:00Z,LV,NE,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-lv-ne,
2026,REG,5,2026-10-11T17:00:00Z,MIN,NO,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-min-no,
2026,REG,5,2026-10-11T17:00:00Z,CLE,NYJ,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-cle-nyj,
2026,REG,5,2026-10-11T17:00:00Z,IND,PIT,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-ind-pit,
2026,REG,5,2026-10-11T17:00:00Z,HOU,TEN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-hou-ten,
2026,REG,5,2026-10-11T17:00:00Z,NYG,WAS,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-nyg-was,
2026,REG,5,2026-10-11T20:05:00Z,DEN,LAC,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-den-lac,
2026,REG,5,2026-10-11T20:25:00Z,DET,ARI,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-det-ari,
2026,REG,5,2026-10-11T20:25:00Z,CHI,GB,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-chi-gb,
2026,REG,5,2026-10-11T20:25:00Z,SF,SEA,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-sf-sea,
2026,REG,5,2026-10-12T00:20:00Z,BAL,ATL,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-bal-atl,
2026,REG,5,2026-10-13T00:15:00Z,BUF,LAR,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-5,nfl-2026-reg-w05-buf-lar,
2026,REG,6,2026-10-16T00:15:00Z,SEA,DEN,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-sea-den,
2026,REG,6,2026-10-18T13:30:00Z,HOU,JAX,SCHEDULED,Wembley Stadium,"London, England",NFL Network,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-hou-jax,International game; venue verified against the official NFL international-games release.
2026,REG,6,2026-10-18T17:00:00Z,CHI,ATL,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-chi-atl,
2026,REG,6,2026-10-18T17:00:00Z,BAL,CLE,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-bal-cle,
2026,REG,6,2026-10-18T17:00:00Z,TEN,IND,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-ten-ind,
2026,REG,6,2026-10-18T17:00:00Z,NYJ,NE,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-nyj-ne,
2026,REG,6,2026-10-18T17:00:00Z,NO,NYG,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-no-nyg,
2026,REG,6,2026-10-18T17:00:00Z,CAR,PHI,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-car-phi,
2026,REG,6,2026-10-18T17:00:00Z,PIT,TB,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-pit-tb,
2026,REG,6,2026-10-18T20:05:00Z,ARI,LAR,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-ari-lar,
2026,REG,6,2026-10-18T20:25:00Z,LAC,KC,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-lac-kc,
2026,REG,6,2026-10-18T20:25:00Z,BUF,LV,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-buf-lv,
2026,REG,6,2026-10-19T00:20:00Z,DAL,GB,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-dal-gb,
2026,REG,6,2026-10-20T00:15:00Z,WAS,SF,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-6,nfl-2026-reg-w06-was-sf,
2026,REG,7,2026-10-23T00:15:00Z,NE,CHI,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-ne-chi,
2026,REG,7,2026-10-25T13:30:00Z,PIT,NO,SCHEDULED,Stade de France,"Paris, France",NFL Network,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-pit-no,International game; venue verified against the official NFL international-games release.
2026,REG,7,2026-10-25T17:00:00Z,SF,ATL,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-sf-atl,
2026,REG,7,2026-10-25T17:00:00Z,CIN,BAL,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-cin-bal,
2026,REG,7,2026-10-25T17:00:00Z,TB,CAR,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-tb-car,
2026,REG,7,2026-10-25T17:00:00Z,NYG,HOU,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-nyg-hou,
2026,REG,7,2026-10-25T17:00:00Z,IND,MIN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-ind-min,
2026,REG,7,2026-10-25T17:00:00Z,MIA,NYJ,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-mia-nyj,
2026,REG,7,2026-10-25T17:00:00Z,CLE,TEN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-cle-ten,
2026,REG,7,2026-10-25T20:05:00Z,DEN,ARI,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-den-ari,
2026,REG,7,2026-10-25T20:25:00Z,GB,DET,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-gb-det,
2026,REG,7,2026-10-25T20:25:00Z,LAR,LV,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-lar-lv,
2026,REG,7,2026-10-26T00:20:00Z,KC,SEA,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-kc-sea,
2026,REG,7,2026-10-27T00:15:00Z,DAL,PHI,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-7,nfl-2026-reg-w07-dal-phi,
2026,REG,8,2026-10-30T00:15:00Z,CAR,GB,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-car-gb,
2026,REG,8,2026-11-01T18:00:00Z,BAL,BUF,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-bal-buf,
2026,REG,8,2026-11-01T18:00:00Z,TEN,CIN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-ten-cin,
2026,REG,8,2026-11-01T18:00:00Z,ARI,DAL,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-ari-dal,
2026,REG,8,2026-11-01T18:00:00Z,MIN,DET,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-min-det,
2026,REG,8,2026-11-01T18:00:00Z,IND,JAX,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-ind-jax,
2026,REG,8,2026-11-01T18:00:00Z,LV,NYJ,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-lv-nyj,
2026,REG,8,2026-11-01T18:00:00Z,CLE,PIT,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-cle-pit,
2026,REG,8,2026-11-01T18:00:00Z,ATL,TB,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-atl-tb,
2026,REG,8,2026-11-01T21:05:00Z,LAC,LAR,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-lac-lar,
2026,REG,8,2026-11-01T21:25:00Z,KC,DEN,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-kc-den,
2026,REG,8,2026-11-01T21:25:00Z,NE,MIA,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-ne-mia,
2026,REG,8,2026-11-02T01:20:00Z,PHI,WAS,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-phi-was,
2026,REG,8,2026-11-03T01:15:00Z,CHI,SEA,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-8,nfl-2026-reg-w08-chi-sea,
2026,REG,9,2026-11-06T01:15:00Z,JAX,BAL,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-jax-bal,
2026,REG,9,2026-11-08T14:30:00Z,CIN,ATL,SCHEDULED,Bernabeu Stadium,"Madrid, Spain",NFL Network,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-cin-atl,International game; venue verified against the official NFL international-games release.
2026,REG,9,2026-11-08T18:00:00Z,DEN,CAR,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-den-car,
2026,REG,9,2026-11-08T18:00:00Z,DAL,IND,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-dal-ind,
2026,REG,9,2026-11-08T18:00:00Z,NYJ,KC,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-nyj-kc,
2026,REG,9,2026-11-08T18:00:00Z,DET,MIA,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-det-mia,
2026,REG,9,2026-11-08T18:00:00Z,CLE,NO,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-cle-no,
2026,REG,9,2026-11-08T18:00:00Z,NYG,PHI,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-nyg-phi,
2026,REG,9,2026-11-08T18:00:00Z,LAR,WAS,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-lar-was,
2026,REG,9,2026-11-08T21:05:00Z,HOU,LAC,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-hou-lac,
2026,REG,9,2026-11-08T21:05:00Z,LV,SF,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-lv-sf,
2026,REG,9,2026-11-08T21:25:00Z,GB,NE,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-gb-ne,
2026,REG,9,2026-11-08T21:25:00Z,ARI,SEA,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-ari-sea,
2026,REG,9,2026-11-09T01:20:00Z,TB,CHI,SCHEDULED,,,NBC,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-tb-chi,
2026,REG,9,2026-11-10T01:15:00Z,BUF,MIN,SCHEDULED,,,ESPN,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-9,nfl-2026-reg-w09-buf-min,
2026,REG,10,2026-11-13T01:15:00Z,WAS,NYG,SCHEDULED,,,Prime Video,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-was-nyg,
2026,REG,10,2026-11-15T14:30:00Z,NE,DET,SCHEDULED,FC Bayern Munich Stadium,"Munich, Germany",FOX,true,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-ne-det,International game; venue verified against the official NFL international-games release.
2026,REG,10,2026-11-15T18:00:00Z,KC,ATL,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-kc-atl,
2026,REG,10,2026-11-15T18:00:00Z,HOU,CLE,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-hou-cle,
2026,REG,10,2026-11-15T18:00:00Z,MIN,GB,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-min-gb,
2026,REG,10,2026-11-15T18:00:00Z,MIA,IND,SCHEDULED,,,CBS,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-mia-ind,
2026,REG,10,2026-11-15T18:00:00Z,CAR,NO,SCHEDULED,,,FOX,false,NFL.com 2026 Schedule,OFFICIAL_WEB,https://www.nfl.com/schedules/2026/by-week/week-10,nfl-2026-reg-w10-car-no,
